日期,年,季,月,日,年度名称,季度名称,年度季度,年季编号,月份名称,英文月份,年度月份,年月编号,年度第几日,星期编号,星期英文,年度第几周,周编号,年周,日期编码,CN节假日判断,CN节假日名称,农历日期,农历年,农历月日
2023-06-20,2023,2,6,20,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,171,星期二,Tuesday,26,W26,2023W26,20230620,否,工作日,二零二三年五月初三 癸卯年 (兔年),二零二三年,五月初三
2023-06-21,2023,2,6,21,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,172,星期三,Wednesday,26,W26,2023W26,20230621,否,工作日,二零二三年五月初四 癸卯年 (兔年),二零二三年,五月初四
2023-06-22,2023,2,6,22,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,173,星期四,Thursday,26,W26,2023W26,20230622,是,端午节,二零二三年五月初五 癸卯年 (兔年),二零二三年,五月初五
2023-06-23,2023,2,6,23,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,174,星期五,Friday,26,W26,2023W26,20230623,是,端午节,二零二三年五月初六 癸卯年 (兔年),二零二三年,五月初六
2023-06-24,2023,2,6,24,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,175,星期六,Saturday,26,W26,2023W26,20230624,是,端午节,二零二三年五月初七 癸卯年 (兔年),二零二三年,五月初七
2023-06-25,2023,2,6,25,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,176,星期日,Sunday,26,W26,2023W26,20230625,否,工作日,二零二三年五月初八 癸卯年 (兔年),二零二三年,五月初八
2023-06-26,2023,2,6,26,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,177,星期一,Monday,27,W27,2023W27,20230626,否,工作日,二零二三年五月初九 癸卯年 (兔年),二零二三年,五月初九
2023-06-27,2023,2,6,27,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,178,星期二,Tuesday,27,W27,2023W27,20230627,否,工作日,二零二三年五月初十 癸卯年 (兔年),二零二三年,五月初十
2023-06-28,2023,2,6,28,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,179,星期三,Wednesday,27,W27,2023W27,20230628,否,工作日,二零二三年五月十一 癸卯年 (兔年),二零二三年,五月十一
2023-06-29,2023,2,6,29,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,180,星期四,Thursday,27,W27,2023W27,20230629,否,工作日,二零二三年五月十二 癸卯年 (兔年),二零二三年,五月十二
2023-06-30,2023,2,6,30,Y2023,Q2,Y2023Q2,20232,六月,June,202306,18,181,星期五,Friday,27,W27,2023W27,20230630,否,工作日,二零二三年五月十三 癸卯年 (兔年),二零二三年,五月十三
2023-07-01,2023,3,7,1,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,182,星期六,Saturday,27,W27,2023W27,20230701,是,周末,二零二三年五月十四 癸卯年 (兔年),二零二三年,五月十四
2023-07-02,2023,3,7,2,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,183,星期日,Sunday,27,W27,2023W27,20230702,是,周末,二零二三年五月十五 癸卯年 (兔年),二零二三年,五月十五
2023-07-03,2023,3,7,3,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,184,星期一,Monday,28,W28,2023W28,20230703,否,工作日,二零二三年五月十六 癸卯年 (兔年),二零二三年,五月十六
2023-07-04,2023,3,7,4,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,185,星期二,Tuesday,28,W28,2023W28,20230704,否,工作日,二零二三年五月十七 癸卯年 (兔年),二零二三年,五月十七
2023-07-05,2023,3,7,5,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,186,星期三,Wednesday,28,W28,2023W28,20230705,否,工作日,二零二三年五月十八 癸卯年 (兔年),二零二三年,五月十八
2023-07-06,2023,3,7,6,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,187,星期四,Thursday,28,W28,2023W28,20230706,否,工作日,二零二三年五月十九 癸卯年 (兔年),二零二三年,五月十九
2023-07-07,2023,3,7,7,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,188,星期五,Friday,28,W28,2023W28,20230707,否,工作日,二零二三年五月二十 癸卯年 (兔年),二零二三年,五月二十
2023-07-08,2023,3,7,8,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,189,星期六,Saturday,28,W28,2023W28,20230708,是,周末,二零二三年五月二十一 癸卯年 (兔年),二零二三年,五月二十一
2023-07-09,2023,3,7,9,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,190,星期日,Sunday,28,W28,2023W28,20230709,是,周末,二零二三年五月二十二 癸卯年 (兔年),二零二三年,五月二十二
2023-07-10,2023,3,7,10,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,191,星期一,Monday,29,W29,2023W29,20230710,否,工作日,二零二三年五月二十三 癸卯年 (兔年),二零二三年,五月二十三
2023-07-11,2023,3,7,11,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,192,星期二,Tuesday,29,W29,2023W29,20230711,否,工作日,二零二三年五月二十四 癸卯年 (兔年),二零二三年,五月二十四
2023-07-12,2023,3,7,12,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,193,星期三,Wednesday,29,W29,2023W29,20230712,否,工作日,二零二三年五月二十五 癸卯年 (兔年),二零二三年,五月二十五
2023-07-13,2023,3,7,13,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,194,星期四,Thursday,29,W29,2023W29,20230713,否,工作日,二零二三年五月二十六 癸卯年 (兔年),二零二三年,五月二十六
2023-07-14,2023,3,7,14,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,195,星期五,Friday,29,W29,2023W29,20230714,否,工作日,二零二三年五月二十七 癸卯年 (兔年),二零二三年,五月二十七
2023-07-15,2023,3,7,15,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,196,星期六,Saturday,29,W29,2023W29,20230715,是,周末,二零二三年五月二十八 癸卯年 (兔年),二零二三年,五月二十八
2023-07-16,2023,3,7,16,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,197,星期日,Sunday,29,W29,2023W29,20230716,是,周末,二零二三年五月二十九 癸卯年 (兔年),二零二三年,五月二十九
2023-07-17,2023,3,7,17,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,198,星期一,Monday,30,W30,2023W30,20230717,否,工作日,二零二三年五月三十 癸卯年 (兔年),二零二三年,五月三十
2023-07-18,2023,3,7,18,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,199,星期二,Tuesday,30,W30,2023W30,20230718,否,工作日,二零二三年六月初一 癸卯年 (兔年),二零二三年,六月初一
2023-07-19,2023,3,7,19,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,200,星期三,Wednesday,30,W30,2023W30,20230719,否,工作日,二零二三年六月初二 癸卯年 (兔年),二零二三年,六月初二
2023-07-20,2023,3,7,20,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,201,星期四,Thursday,30,W30,2023W30,20230720,否,工作日,二零二三年六月初三 癸卯年 (兔年),二零二三年,六月初三
2023-07-21,2023,3,7,21,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,202,星期五,Friday,30,W30,2023W30,20230721,否,工作日,二零二三年六月初四 癸卯年 (兔年),二零二三年,六月初四
2023-07-22,2023,3,7,22,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,203,星期六,Saturday,30,W30,2023W30,20230722,是,周末,二零二三年六月初五 癸卯年 (兔年),二零二三年,六月初五
2023-07-23,2023,3,7,23,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,204,星期日,Sunday,30,W30,2023W30,20230723,是,周末,二零二三年六月初六 癸卯年 (兔年),二零二三年,六月初六
2023-07-24,2023,3,7,24,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,205,星期一,Monday,31,W31,2023W31,20230724,否,工作日,二零二三年六月初七 癸卯年 (兔年),二零二三年,六月初七
2023-07-25,2023,3,7,25,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,206,星期二,Tuesday,31,W31,2023W31,20230725,否,工作日,二零二三年六月初八 癸卯年 (兔年),二零二三年,六月初八
2023-07-26,2023,3,7,26,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,207,星期三,Wednesday,31,W31,2023W31,20230726,否,工作日,二零二三年六月初九 癸卯年 (兔年),二零二三年,六月初九
2023-07-27,2023,3,7,27,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,208,星期四,Thursday,31,W31,2023W31,20230727,否,工作日,二零二三年六月初十 癸卯年 (兔年),二零二三年,六月初十
2023-07-28,2023,3,7,28,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,209,星期五,Friday,31,W31,2023W31,20230728,否,工作日,二零二三年六月十一 癸卯年 (兔年),二零二三年,六月十一
2023-07-29,2023,3,7,29,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,210,星期六,Saturday,31,W31,2023W31,20230729,是,周末,二零二三年六月十二 癸卯年 (兔年),二零二三年,六月十二
2023-07-30,2023,3,7,30,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,211,星期日,Sunday,31,W31,2023W31,20230730,是,周末,二零二三年六月十三 癸卯年 (兔年),二零二三年,六月十三
2023-07-31,2023,3,7,31,Y2023,Q3,Y2023Q3,20233,七月,July,202307,19,212,星期一,Monday,32,W32,2023W32,20230731,否,工作日,二零二三年六月十四 癸卯年 (兔年),二零二三年,六月十四
2023-08-01,2023,3,8,1,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,213,星期二,Tuesday,32,W32,2023W32,20230801,否,工作日,二零二三年六月十五 癸卯年 (兔年),二零二三年,六月十五
2023-08-02,2023,3,8,2,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,214,星期三,Wednesday,32,W32,2023W32,20230802,否,工作日,二零二三年六月十六 癸卯年 (兔年),二零二三年,六月十六
2023-08-03,2023,3,8,3,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,215,星期四,Thursday,32,W32,2023W32,20230803,否,工作日,二零二三年六月十七 癸卯年 (兔年),二零二三年,六月十七
2023-08-04,2023,3,8,4,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,216,星期五,Friday,32,W32,2023W32,20230804,否,工作日,二零二三年六月十八 癸卯年 (兔年),二零二三年,六月十八
2023-08-05,2023,3,8,5,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,217,星期六,Saturday,32,W32,2023W32,20230805,是,周末,二零二三年六月十九 癸卯年 (兔年),二零二三年,六月十九
2023-08-06,2023,3,8,6,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,218,星期日,Sunday,32,W32,2023W32,20230806,是,周末,二零二三年六月二十 癸卯年 (兔年),二零二三年,六月二十
2023-08-07,2023,3,8,7,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,219,星期一,Monday,33,W33,2023W33,20230807,否,工作日,二零二三年六月二十一 癸卯年 (兔年),二零二三年,六月二十一
2023-08-08,2023,3,8,8,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,220,星期二,Tuesday,33,W33,2023W33,20230808,否,工作日,二零二三年六月二十二 癸卯年 (兔年),二零二三年,六月二十二
2023-08-09,2023,3,8,9,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,221,星期三,Wednesday,33,W33,2023W33,20230809,否,工作日,二零二三年六月二十三 癸卯年 (兔年),二零二三年,六月二十三
2023-08-10,2023,3,8,10,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,222,星期四,Thursday,33,W33,2023W33,20230810,否,工作日,二零二三年六月二十四 癸卯年 (兔年),二零二三年,六月二十四
2023-08-11,2023,3,8,11,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,223,星期五,Friday,33,W33,2023W33,20230811,否,工作日,二零二三年六月二十五 癸卯年 (兔年),二零二三年,六月二十五
2023-08-12,2023,3,8,12,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,224,星期六,Saturday,33,W33,2023W33,20230812,是,周末,二零二三年六月二十六 癸卯年 (兔年),二零二三年,六月二十六
2023-08-13,2023,3,8,13,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,225,星期日,Sunday,33,W33,2023W33,20230813,是,周末,二零二三年六月二十七 癸卯年 (兔年),二零二三年,六月二十七
2023-08-14,2023,3,8,14,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,226,星期一,Monday,34,W34,2023W34,20230814,否,工作日,二零二三年六月二十八 癸卯年 (兔年),二零二三年,六月二十八
2023-08-15,2023,3,8,15,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,227,星期二,Tuesday,34,W34,2023W34,20230815,否,工作日,二零二三年六月二十九 癸卯年 (兔年),二零二三年,六月二十九
2023-08-16,2023,3,8,16,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,228,星期三,Wednesday,34,W34,2023W34,20230816,否,工作日,二零二三年七月初一 癸卯年 (兔年),二零二三年,七月初一
2023-08-17,2023,3,8,17,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,229,星期四,Thursday,34,W34,2023W34,20230817,否,工作日,二零二三年七月初二 癸卯年 (兔年),二零二三年,七月初二
2023-08-18,2023,3,8,18,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,230,星期五,Friday,34,W34,2023W34,20230818,否,工作日,二零二三年七月初三 癸卯年 (兔年),二零二三年,七月初三
2023-08-19,2023,3,8,19,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,231,星期六,Saturday,34,W34,2023W34,20230819,是,周末,二零二三年七月初四 癸卯年 (兔年),二零二三年,七月初四
2023-08-20,2023,3,8,20,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,232,星期日,Sunday,34,W34,2023W34,20230820,是,周末,二零二三年七月初五 癸卯年 (兔年),二零二三年,七月初五
2023-08-21,2023,3,8,21,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,233,星期一,Monday,35,W35,2023W35,20230821,否,工作日,二零二三年七月初六 癸卯年 (兔年),二零二三年,七月初六
2023-08-22,2023,3,8,22,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,234,星期二,Tuesday,35,W35,2023W35,20230822,否,工作日,二零二三年七月初七 癸卯年 (兔年),二零二三年,七月初七
2023-08-23,2023,3,8,23,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,235,星期三,Wednesday,35,W35,2023W35,20230823,否,工作日,二零二三年七月初八 癸卯年 (兔年),二零二三年,七月初八
2023-08-24,2023,3,8,24,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,236,星期四,Thursday,35,W35,2023W35,20230824,否,工作日,二零二三年七月初九 癸卯年 (兔年),二零二三年,七月初九
2023-08-25,2023,3,8,25,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,237,星期五,Friday,35,W35,2023W35,20230825,否,工作日,二零二三年七月初十 癸卯年 (兔年),二零二三年,七月初十
2023-08-26,2023,3,8,26,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,238,星期六,Saturday,35,W35,2023W35,20230826,是,周末,二零二三年七月十一 癸卯年 (兔年),二零二三年,七月十一
2023-08-27,2023,3,8,27,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,239,星期日,Sunday,35,W35,2023W35,20230827,是,周末,二零二三年七月十二 癸卯年 (兔年),二零二三年,七月十二
2023-08-28,2023,3,8,28,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,240,星期一,Monday,36,W36,2023W36,20230828,否,工作日,二零二三年七月十三 癸卯年 (兔年),二零二三年,七月十三
2023-08-29,2023,3,8,29,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,241,星期二,Tuesday,36,W36,2023W36,20230829,否,工作日,二零二三年七月十四 癸卯年 (兔年),二零二三年,七月十四
2023-08-30,2023,3,8,30,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,242,星期三,Wednesday,36,W36,2023W36,20230830,否,工作日,二零二三年七月十五 癸卯年 (兔年),二零二三年,七月十五
2023-08-31,2023,3,8,31,Y2023,Q3,Y2023Q3,20233,八月,August,202308,20,243,星期四,Thursday,36,W36,2023W36,20230831,否,工作日,二零二三年七月十六 癸卯年 (兔年),二零二三年,七月十六
2023-09-01,2023,3,9,1,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,244,星期五,Friday,36,W36,2023W36,20230901,否,工作日,二零二三年七月十七 癸卯年 (兔年),二零二三年,七月十七
2023-09-02,2023,3,9,2,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,245,星期六,Saturday,36,W36,2023W36,20230902,是,周末,二零二三年七月十八 癸卯年 (兔年),二零二三年,七月十八
2023-09-03,2023,3,9,3,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,246,星期日,Sunday,36,W36,2023W36,20230903,是,周末,二零二三年七月十九 癸卯年 (兔年),二零二三年,七月十九
2023-09-04,2023,3,9,4,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,247,星期一,Monday,37,W37,2023W37,20230904,否,工作日,二零二三年七月二十 癸卯年 (兔年),二零二三年,七月二十
2023-09-05,2023,3,9,5,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,248,星期二,Tuesday,37,W37,2023W37,20230905,否,工作日,二零二三年七月二十一 癸卯年 (兔年),二零二三年,七月二十一
2023-09-06,2023,3,9,6,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,249,星期三,Wednesday,37,W37,2023W37,20230906,否,工作日,二零二三年七月二十二 癸卯年 (兔年),二零二三年,七月二十二
2023-09-07,2023,3,9,7,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,250,星期四,Thursday,37,W37,2023W37,20230907,否,工作日,二零二三年七月二十三 癸卯年 (兔年),二零二三年,七月二十三
2023-09-08,2023,3,9,8,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,251,星期五,Friday,37,W37,2023W37,20230908,否,工作日,二零二三年七月二十四 癸卯年 (兔年),二零二三年,七月二十四
2023-09-09,2023,3,9,9,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,252,星期六,Saturday,37,W37,2023W37,20230909,是,周末,二零二三年七月二十五 癸卯年 (兔年),二零二三年,七月二十五
2023-09-10,2023,3,9,10,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,253,星期日,Sunday,37,W37,2023W37,20230910,是,周末,二零二三年七月二十六 癸卯年 (兔年),二零二三年,七月二十六
2023-09-11,2023,3,9,11,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,254,星期一,Monday,38,W38,2023W38,20230911,否,工作日,二零二三年七月二十七 癸卯年 (兔年),二零二三年,七月二十七
2023-09-12,2023,3,9,12,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,255,星期二,Tuesday,38,W38,2023W38,20230912,否,工作日,二零二三年七月二十八 癸卯年 (兔年),二零二三年,七月二十八
2023-09-13,2023,3,9,13,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,256,星期三,Wednesday,38,W38,2023W38,20230913,否,工作日,二零二三年七月二十九 癸卯年 (兔年),二零二三年,七月二十九
2023-09-14,2023,3,9,14,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,257,星期四,Thursday,38,W38,2023W38,20230914,否,工作日,二零二三年七月三十 癸卯年 (兔年),二零二三年,七月三十
2023-09-15,2023,3,9,15,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,258,星期五,Friday,38,W38,2023W38,20230915,否,工作日,二零二三年八月初一 癸卯年 (兔年),二零二三年,八月初一
2023-09-16,2023,3,9,16,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,259,星期六,Saturday,38,W38,2023W38,20230916,是,周末,二零二三年八月初二 癸卯年 (兔年),二零二三年,八月初二
2023-09-17,2023,3,9,17,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,260,星期日,Sunday,38,W38,2023W38,20230917,是,周末,二零二三年八月初三 癸卯年 (兔年),二零二三年,八月初三
2023-09-18,2023,3,9,18,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,261,星期一,Monday,39,W39,2023W39,20230918,否,工作日,二零二三年八月初四 癸卯年 (兔年),二零二三年,八月初四
2023-09-19,2023,3,9,19,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,262,星期二,Tuesday,39,W39,2023W39,20230919,否,工作日,二零二三年八月初五 癸卯年 (兔年),二零二三年,八月初五
2023-09-20,2023,3,9,20,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,263,星期三,Wednesday,39,W39,2023W39,20230920,否,工作日,二零二三年八月初六 癸卯年 (兔年),二零二三年,八月初六
2023-09-21,2023,3,9,21,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,264,星期四,Thursday,39,W39,2023W39,20230921,否,工作日,二零二三年八月初七 癸卯年 (兔年),二零二三年,八月初七
2023-09-22,2023,3,9,22,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,265,星期五,Friday,39,W39,2023W39,20230922,否,工作日,二零二三年八月初八 癸卯年 (兔年),二零二三年,八月初八
2023-09-23,2023,3,9,23,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,266,星期六,Saturday,39,W39,2023W39,20230923,是,周末,二零二三年八月初九 癸卯年 (兔年),二零二三年,八月初九
2023-09-24,2023,3,9,24,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,267,星期日,Sunday,39,W39,2023W39,20230924,是,周末,二零二三年八月初十 癸卯年 (兔年),二零二三年,八月初十
2023-09-25,2023,3,9,25,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,268,星期一,Monday,40,W40,2023W40,20230925,否,工作日,二零二三年八月十一 癸卯年 (兔年),二零二三年,八月十一
2023-09-26,2023,3,9,26,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,269,星期二,Tuesday,40,W40,2023W40,20230926,否,工作日,二零二三年八月十二 癸卯年 (兔年),二零二三年,八月十二
2023-09-27,2023,3,9,27,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,270,星期三,Wednesday,40,W40,2023W40,20230927,否,工作日,二零二三年八月十三 癸卯年 (兔年),二零二三年,八月十三
2023-09-28,2023,3,9,28,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,271,星期四,Thursday,40,W40,2023W40,20230928,否,工作日,二零二三年八月十四 癸卯年 (兔年),二零二三年,八月十四
2023-09-29,2023,3,9,29,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,272,星期五,Friday,40,W40,2023W40,20230929,是,周末,二零二三年八月十五 癸卯年 (兔年),二零二三年,八月十五
2023-09-30,2023,3,9,30,Y2023,Q3,Y2023Q3,20233,九月,September,202309,21,273,星期六,Saturday,40,W40,2023W40,20230930,是,国庆节,二零二三年八月十六 癸卯年 (兔年),二零二三年,八月十六
2023-10-01,2023,4,10,1,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,274,星期日,Sunday,40,W40,2023W40,20231001,是,国庆节,二零二三年八月十七 癸卯年 (兔年),二零二三年,八月十七
2023-10-02,2023,4,10,2,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,275,星期一,Monday,41,W41,2023W41,20231002,是,国庆节,二零二三年八月十八 癸卯年 (兔年),二零二三年,八月十八
2023-10-03,2023,4,10,3,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,276,星期二,Tuesday,41,W41,2023W41,20231003,是,国庆节,二零二三年八月十九 癸卯年 (兔年),二零二三年,八月十九
2023-10-04,2023,4,10,4,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,277,星期三,Wednesday,41,W41,2023W41,20231004,是,国庆节,二零二三年八月二十 癸卯年 (兔年),二零二三年,八月二十
2023-10-05,2023,4,10,5,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,278,星期四,Thursday,41,W41,2023W41,20231005,是,国庆节,二零二三年八月二十一 癸卯年 (兔年),二零二三年,八月二十一
2023-10-06,2023,4,10,6,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,279,星期五,Friday,41,W41,2023W41,20231006,是,国庆节,二零二三年八月二十二 癸卯年 (兔年),二零二三年,八月二十二
2023-10-07,2023,4,10,7,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,280,星期六,Saturday,41,W41,2023W41,20231007,否,工作日,二零二三年八月二十三 癸卯年 (兔年),二零二三年,八月二十三
2023-10-08,2023,4,10,8,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,281,星期日,Sunday,41,W41,2023W41,20231008,否,工作日,二零二三年八月二十四 癸卯年 (兔年),二零二三年,八月二十四
2023-10-09,2023,4,10,9,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,282,星期一,Monday,42,W42,2023W42,20231009,否,工作日,二零二三年八月二十五 癸卯年 (兔年),二零二三年,八月二十五
2023-10-10,2023,4,10,10,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,283,星期二,Tuesday,42,W42,2023W42,20231010,否,工作日,二零二三年八月二十六 癸卯年 (兔年),二零二三年,八月二十六
2023-10-11,2023,4,10,11,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,284,星期三,Wednesday,42,W42,2023W42,20231011,否,工作日,二零二三年八月二十七 癸卯年 (兔年),二零二三年,八月二十七
2023-10-12,2023,4,10,12,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,285,星期四,Thursday,42,W42,2023W42,20231012,否,工作日,二零二三年八月二十八 癸卯年 (兔年),二零二三年,八月二十八
2023-10-13,2023,4,10,13,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,286,星期五,Friday,42,W42,2023W42,20231013,否,工作日,二零二三年八月二十九 癸卯年 (兔年),二零二三年,八月二十九
2023-10-14,2023,4,10,14,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,287,星期六,Saturday,42,W42,2023W42,20231014,是,周末,二零二三年八月三十 癸卯年 (兔年),二零二三年,八月三十
2023-10-15,2023,4,10,15,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,288,星期日,Sunday,42,W42,2023W42,20231015,是,周末,二零二三年九月初一 癸卯年 (兔年),二零二三年,九月初一
2023-10-16,2023,4,10,16,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,289,星期一,Monday,43,W43,2023W43,20231016,否,工作日,二零二三年九月初二 癸卯年 (兔年),二零二三年,九月初二
2023-10-17,2023,4,10,17,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,290,星期二,Tuesday,43,W43,2023W43,20231017,否,工作日,二零二三年九月初三 癸卯年 (兔年),二零二三年,九月初三
2023-10-18,2023,4,10,18,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,291,星期三,Wednesday,43,W43,2023W43,20231018,否,工作日,二零二三年九月初四 癸卯年 (兔年),二零二三年,九月初四
2023-10-19,2023,4,10,19,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,292,星期四,Thursday,43,W43,2023W43,20231019,否,工作日,二零二三年九月初五 癸卯年 (兔年),二零二三年,九月初五
2023-10-20,2023,4,10,20,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,293,星期五,Friday,43,W43,2023W43,20231020,否,工作日,二零二三年九月初六 癸卯年 (兔年),二零二三年,九月初六
2023-10-21,2023,4,10,21,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,294,星期六,Saturday,43,W43,2023W43,20231021,是,周末,二零二三年九月初七 癸卯年 (兔年),二零二三年,九月初七
2023-10-22,2023,4,10,22,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,295,星期日,Sunday,43,W43,2023W43,20231022,是,周末,二零二三年九月初八 癸卯年 (兔年),二零二三年,九月初八
2023-10-23,2023,4,10,23,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,296,星期一,Monday,44,W44,2023W44,20231023,否,工作日,二零二三年九月初九 癸卯年 (兔年),二零二三年,九月初九
